gen,nevals,avg,stddev,min,max,method,time
0,50,0.0,0.0,0.0,0.0,3,265.59125542640686
1,45,1.4609400609975093e-13,3.956244387471656e-13,0.0,1.2174500508312578e-12,3,265.59125542640686
2,44,1.4349000663076836e-10,3.904785731449844e-10,0.0,1.715727874615181e-09,3,265.59125542640686
3,45,2.331449662583538e-06,1.629124945513183e-05,0.0,0.00011637010792330626,3,265.59125542640686
4,43,5.157776941468113e-06,2.2821083256903173e-05,0.0,0.00011637010792330626,3,265.59125542640686
5,46,4.657916791969715e-05,0.00015398504716261592,0.0,0.001051633946136382,3,265.59125542640686
6,41,0.00016684473825380076,0.0003179296818767936,0.0,0.0011741385966143132,3,265.59125542640686
7,46,0.00041334649053288215,0.0004982077745901681,0.0,0.0013342951584612078,3,265.59125542640686
8,45,-0.01955062796109705,0.14006507887719913,-1.0,0.0013342951584612078,3,265.59125542640686
9,43,0.0005440207764388193,0.000532502963499729,0.0,0.0013342951584612078,3,265.59125542640686
10,45,0.0005938389881257542,0.0005345654124850296,0.0,0.0013742747810289054,3,265.59125542640686
11,46,0.0006880435770908417,0.000556496242094647,0.0,0.0013742747810289054,3,265.59125542640686
12,45,-0.019404378050061698,0.14008637225977907,-1.0,0.0014920186326674019,3,265.59125542640686
13,49,0.0005647853074792021,0.0005745558120230899,0.0,0.0014951570009261528,3,265.59125542640686
14,46,0.0006760304011082663,0.0005890996638746684,0.0,0.001503521366483262,3,265.59125542640686
15,46,0.0007027979777874938,0.000553258426436634,0.0,0.0015279566494623728,3,265.59125542640686
16,46,0.0006897135587719387,0.0006196686043757195,0.0,0.0015279566494623728,3,265.59125542640686
17,47,-0.019278283640642428,0.14010464523322877,-1.0,0.0016694755214293308,3,265.59125542640686
18,43,0.0009493197515166271,0.0007163623073727497,0.0,0.001766730325671933,3,265.59125542640686
19,42,0.0008619471519181732,0.0007529392580163944,0.0,0.001766730325671933,3,265.59125542640686
20,47,0.0007681527031418731,0.0007397544611529463,0.0,0.001833103774882834,3,265.59125542640686
21,46,-0.039264934816875006,0.19611051228645113,-1.0,0.001833103774882834,3,265.59125542640686
22,46,0.0006658359357647168,0.0007443960773507864,0.0,0.002627770555185824,3,265.59125542640686
23,49,-0.019176445755989337,0.14011995079964853,-1.0,0.0023526915411477044,3,265.59125542640686
24,43,0.0010232159765128411,0.0008783594938877402,0.0,0.0025164963654361987,3,265.59125542640686
25,48,-0.03885815344933261,0.19619436084476216,-1.0,0.0029984488910614468,3,265.59125542640686
26,46,-0.01875181433702366,0.14018193914826152,-1.0,0.0029984488910614468,3,265.59125542640686
27,46,0.0012886398282859228,0.001029961470575945,0.0,0.0029984488910614468,3,265.59125542640686
28,45,-0.018748210597365294,0.14018313344718716,-1.0,0.0029984488910614468,3,265.59125542640686
29,39,0.0015071200092122256,0.0011527693008029523,0.0,0.0029984488910614468,3,265.59125542640686
30,42,-0.01842206930147,0.1402300709868092,-1.0,0.0029984488910614468,3,265.59125542640686
31,48,0.0014909244729898066,0.0011644215997206357,0.0,0.0029984488910614468,3,265.59125542640686
32,47,-0.018701658372605387,0.14019040960263926,-1.0,0.0029984488910614468,3,265.59125542640686
33,45,0.0015547824336211383,0.0011317202040329892,0.0,0.0029984488910614468,3,265.59125542640686
34,44,-0.018497281923364653,0.14021962778306196,-1.0,0.0030568534344775577,3,265.59125542640686
35,43,0.0017708562222730308,0.0012375731845154928,0.0,0.0030568534344775577,3,265.59125542640686
36,44,0.001450839097476695,0.0013048773229213729,0.0,0.0030568534344775577,3,265.59125542640686
37,42,-0.018457063647089707,0.14022627810009394,-1.0,0.0029984488910614468,3,265.59125542640686
38,43,-0.01839921798013099,0.14023480664719581,-1.0,0.0029984488910614468,3,265.59125542640686
39,40,0.0017343705712396182,0.0012833632460968,0.0,0.0032600060675877225,3,265.59125542640686
40,48,-0.018640558393888024,0.1402002555613331,-1.0,0.0032600060675877225,3,265.59125542640686
41,44,0.0013221250437336419,0.0012451580804376642,0.0,0.0032600060675877225,3,265.59125542640686
42,46,-0.018245533151275226,0.14025628899855103,-1.0,0.0032600060675877225,3,265.59125542640686
43,42,0.0017548259921664584,0.0013567496131476067,0.0,0.0032600060675877225,3,265.59125542640686
44,43,-0.03864349515503469,0.1962406230978138,-1.0,0.0032600060675877225,3,265.59125542640686
45,46,-0.038768168521478935,0.19621458870757336,-1.0,0.0032600060675877225,3,265.59125542640686
46,45,0.0014029610811484288,0.001250209359529218,0.0,0.003209191057236403,3,265.59125542640686
47,49,0.001287571472575631,0.001251359962839594,0.0,0.0032292658590441755,3,265.59125542640686
48,47,0.0013154919615805877,0.001306403063543865,0.0,0.0032292658590441755,3,265.59125542640686
49,45,-0.03882562821520162,0.19620282166421563,-1.0,0.003291409718153683,3,265.59125542640686
50,44,0.00159445646166748,0.0012918384211568106,0.0,0.003291409718153683,3,265.59125542640686
51,45,0.001573831605287024,0.0013341624583516902,0.0,0.003431208383726972,3,265.59125542640686
