gen,nevals,avg,stddev,min,max,method,time
0,50,0.0,0.0,0.0,0.0,3,263.81452918052673
1,45,1.2174500508312577e-13,3.652350152493773e-13,0.0,1.2174500508312578e-12,3,263.81452918052673
2,46,9.2855143581132e-11,2.4136701062059436e-10,0.0,7.437258263850433e-10,3,263.81452918052673
3,45,1.1899519921703242e-09,3.7186751049316325e-09,0.0,2.3187560861946472e-08,3,263.81452918052673
4,46,2.3372716919805405e-09,4.5090682156031785e-09,0.0,1.8655393301272497e-08,3,263.81452918052673
5,46,-0.01999998828620731,0.14000000167340057,-1.0,8.715620847010981e-08,3,263.81452918052673
6,46,3.059938562636259e-08,4.600628509618101e-08,0.0,2.843414193029355e-07,3,263.81452918052673
7,46,5.8047828295561714e-08,7.961161369218254e-08,0.0,3.5274022750921826e-07,3,263.81452918052673
8,42,8.429905085325197e-07,2.8227745980091593e-06,0.0,1.5422905273471216e-05,3,263.81452918052673
9,44,1.6197404728567465e-06,3.7092340465356086e-06,1.887481698849565e-11,1.7059353369602294e-05,3,263.81452918052673
10,47,5.600206955841223e-06,6.7335666309992105e-06,0.0,1.8432987410458982e-05,3,263.81452918052673
11,41,1.2537145765944466e-05,6.3266182827442774e-06,0.0,2.5393319556365922e-05,3,263.81452918052673
12,41,1.3143679260824203e-05,8.448673016370635e-06,0.0,2.6609700672608145e-05,3,263.81452918052673
13,44,1.6366049180726093e-05,1.0156768065821372e-05,7.105427357601002e-19,4.4495823890688244e-05,3,263.81452918052673
14,45,1.944251038972149e-05,1.213872221110657e-05,0.0,4.57645854977441e-05,3,263.81452918052673
15,45,2.673162550052642e-05,1.2248588269388548e-05,0.0,4.821405508029076e-05,3,263.81452918052673
16,43,3.40781462956147e-05,1.2882607555575734e-05,4.9150380686418285e-11,5.5891670313894307e-05,3,263.81452918052673
17,45,4.1216882931897706e-05,1.2104164714633024e-05,4.3150426160703845e-08,5.910881036276554e-05,3,263.81452918052673
18,44,4.286053578011178e-05,1.325670161227498e-05,2.3329138260658504e-11,5.710171673880565e-05,3,263.81452918052673
19,46,-0.019954976660970555,0.1400064328670283,-1.0,5.972203044534291e-05,3,263.81452918052673
20,46,-0.03995614647081479,0.19596813171627586,-1.0,6.477794242388866e-05,3,263.81452918052673
21,45,4.421655450281557e-05,2.2137401146562425e-05,0.0,6.854044841182569e-05,3,263.81452918052673
22,46,-0.019949566884417704,0.14000720585546106,-1.0,6.88934155450866e-05,3,263.81452918052673
23,43,4.767339029802594e-05,2.20040842245005e-05,0.0,6.922960199967321e-05,3,263.81452918052673
24,42,-0.01995080566595896,0.14000702990854952,-1.0,6.936128898796882e-05,3,263.81452918052673
25,42,-0.01994215935075747,0.140008263872184,-1.0,6.936128898796882e-05,3,263.81452918052673
26,44,-0.039943209493956446,0.19597077258258214,-1.0,6.97131734978488e-05,3,263.81452918052673
27,44,6.4132533830964e-05,1.2765341965287832e-05,0.0,6.97142138167187e-05,3,263.81452918052673
28,42,6.078711281311811e-05,1.8801799850411593e-05,0.0,6.980737134267547e-05,3,263.81452918052673
29,44,6.366058424976361e-05,1.385855476384429e-05,3.224055801101325e-19,8.158799777789997e-05,3,263.81452918052673
30,43,6.0691862403483e-05,1.7193463303750158e-05,0.0,8.158799777789997e-05,3,263.81452918052673
31,46,-0.01993780273034484,0.1400088861953026,-1.0,8.158799777789997e-05,3,263.81452918052673
32,45,6.474363574949164e-05,2.028268615528123e-05,0.0,9.057789324715442e-05,3,263.81452918052673
33,47,-0.019930653926974358,0.1400099077410572,-1.0,9.057789324715442e-05,3,263.81452918052673
