gen,nevals,avg,stddev,min,max,method,time
0,50,0.0,0.0,0.0,0.0,2,288.30997467041016
1,47,3.652350152493773e-13,5.579057012762073e-13,0.0,1.2174500508312578e-12,2,288.30997467041016
2,44,7.505577587875298e-11,2.2289060186941736e-10,0.0,7.437258263850433e-10,2,288.30997467041016
3,44,2.867755319710228e-10,3.53622665446408e-10,0.0,1.1721684991899458e-09,2,288.30997467041016
4,45,5.120580102378454e-10,4.040593780995686e-10,0.0,2.0658156811302683e-09,2,288.30997467041016
5,43,6.319828325928336e-10,2.837138605936832e-10,0.0,1.1721684991899458e-09,2,288.30997467041016
6,43,5.735392390866323e-10,3.523887440147402e-10,0.0,1.1721684991899458e-09,2,288.30997467041016
7,42,5.87101292974199e-09,3.680699783695456e-08,0.0,2.635088239820965e-07,2,288.30997467041016
8,46,4.591484675987887e-08,1.7483698909525405e-07,1.2174560208641291e-12,1.0288473832517298e-06,2,288.30997467041016
9,43,8.768601195428308e-08,2.2093992747632211e-07,0.0,1.0998216654063392e-06,2,288.30997467041016
10,45,-0.019998840626599273,0.14000016578612176,-1.0,4.8154949601658584e-05,2,288.30997467041016
11,43,2.2123493824913343e-06,9.38601566915556e-06,0.0,4.8154949601658584e-05,2,288.30997467041016
12,45,7.155838566537546e-06,1.5986567866428257e-05,0.0,5.051505649190062e-05,2,288.30997467041016
13,47,1.4012951106712425e-05,2.0734924698601647e-05,3.660266534311063e-19,6.64231143022573e-05,2,288.30997467041016
14,45,3.3771636356637096e-05,2.1836373599165424e-05,0.0,6.64231143022573e-05,2,288.30997467041016
15,43,4.171042581320801e-05,2.2512685161941215e-05,0.0,8.474613467610083e-05,2,288.30997467041016
16,45,4.8116718155021756e-05,2.368681867558065e-05,0.0,0.0001018011637623564,2,288.30997467041016
17,42,4.26559185172039e-05,3.00743343049358e-05,0.0,0.00011263182025171278,2,288.30997467041016
18,45,4.7677191523284344e-05,3.28996860439499e-05,0.0,0.00011754293188937046,2,288.30997467041016
19,44,6.202972804145469e-05,3.547586134710601e-05,0.0,0.00011754293188937046,2,288.30997467041016
20,47,-0.019941838729153866,0.1400083173070829,-1.0,0.00014019234124378359,2,288.30997467041016
21,46,7.249309411665801e-05,6.913635167323648e-05,0.0,0.0003047062199734488,2,288.30997467041016
22,42,0.00010055919915472916,8.650311195504193e-05,0.0,0.0003317468238003185,2,288.30997467041016
23,45,-0.019904488133011603,0.14001368831966796,-1.0,0.00038781065250207845,2,288.30997467041016
24,42,0.0001126749480434293,0.0001359601616259502,0.0,0.00038781065250207845,2,288.30997467041016
25,45,0.00014190479782173718,0.00014147515455861746,0.0,0.00038781065250207845,2,288.30997467041016
26,46,0.00016311717702202072,0.00015169684048050032,1.6852000649168165e-18,0.0003905697044045779,2,288.30997467041016
27,44,0.00018878697730183305,0.00015609171959109447,0.0,0.0003905697044045779,2,288.30997467041016
28,49,0.00013071538665926393,0.00014604117594367808,0.0,0.000512008385709093,2,288.30997467041016
29,45,-0.01979034813398296,0.14003006950891203,-1.0,0.0007531689549216987,2,288.30997467041016
30,46,0.00019787029788267174,0.00022849327922884322,0.0,0.000813459765584432,2,288.30997467041016
31,44,0.0002594083687015656,0.0002606839650823703,0.0,0.000813459765584432,2,288.30997467041016
32,42,0.0002916416781332599,0.0002766032746186646,0.0,0.0008032115625370308,2,288.30997467041016
33,43,0.0003510364740283008,0.0002887468503960799,0.0,0.000813459765584432,2,288.30997467041016
34,44,0.0003638050352473252,0.0003264961792434899,0.0,0.000813459765584432,2,288.30997467041016
35,48,0.0003114501557738134,0.0003283289607798256,0.0,0.000813459765584432,2,288.30997467041016
36,47,0.00037945322498978974,0.00033185168008069524,0.0,0.0008311501830345641,2,288.30997467041016
37,41,-0.019551193752613983,0.14006451593265562,-1.0,0.0008311501830345641,2,288.30997467041016
38,43,0.0003866048765265703,0.0003418062643162438,0.0,0.0008311501830345641,2,288.30997467041016
39,42,0.0004441506179241954,0.00033980721997000333,1.7763568394002505e-19,0.0008311501830345641,2,288.30997467041016
40,47,0.00039754591592297333,0.00035961735262971553,0.0,0.0008399142418162402,2,288.30997467041016
41,43,0.000496457528136571,0.00034965835331138333,0.0,0.0008399142418162402,2,288.30997467041016
42,43,0.00042568887444582854,0.0003712780080281237,0.0,0.0008562071878018823,2,288.30997467041016
43,45,-0.019616611763692844,0.14005522350155888,-1.0,0.0008667757606856918,2,288.30997467041016
44,44,-0.0196103129514185,0.14005608956520613,-1.0,0.0008667757606856918,2,288.30997467041016
45,45,0.00035799986377146707,0.00034745765827719357,0.0,0.0008667757606856918,2,288.30997467041016
46,47,-0.03957509158852,0.1960461977691,-1.0,0.0008667757606856918,2,288.30997467041016
47,45,-0.03952616956949943,0.19605621149260544,-1.0,0.0008688664792601008,2,288.30997467041016
48,44,0.00041383798600022473,0.00038810535672391617,0.0,0.0008688664792601008,2,288.30997467041016
49,44,0.000523870140088682,0.0003682892302879983,0.0,0.0008688664792601008,2,288.30997467041016
50,46,0.0005505336848158779,0.0003775354325649799,0.0,0.0008926253699619672,2,288.30997467041016
51,46,-0.019520257236386587,0.14006906592325272,-1.0,0.0008926253699619672,2,288.30997467041016
52,46,0.0004765930428626701,0.00036959245686811145,0.0,0.0008926253699619672,2,288.30997467041016
53,46,-0.019579879238622196,0.14006051696301056,-1.0,0.0008983296939819494,2,288.30997467041016
54,43,0.0004475521605494985,0.0004003781432926072,0.0,0.000901547575961139,2,288.30997467041016
55,46,-0.03959272443932078,0.19604271071096294,-1.0,0.0008983296939819494,2,288.30997467041016
56,46,-0.01948333483349692,0.14007430684497799,-1.0,0.0008983296939819494,2,288.30997467041016
57,44,0.000583009836311589,0.0003887507552916317,4.6969549960300365e-08,0.0008983296939819494,2,288.30997467041016
58,44,-0.05953511153841656,0.2376046228206697,-1.0,0.0008983296939819494,2,288.30997467041016
59,45,-0.019511559919713477,0.1400703151525257,-1.0,0.0008983296939819494,2,288.30997467041016
60,47,-0.01957820636308166,0.1400608419893845,-1.0,0.000901547575961139,2,288.30997467041016
61,43,0.00039352288421728125,0.0004058303790364896,0.0,0.0009134526839760294,2,288.30997467041016
62,45,-0.01951293289015439,0.14007018878302918,-1.0,0.000959152856271941,2,288.30997467041016
63,48,0.00034376711419030026,0.0003914743814786845,0.0,0.0009426785101888694,2,288.30997467041016
64,45,0.0005213334247292551,0.00038953697880722484,0.0,0.0009426785101888694,2,288.30997467041016
65,42,-0.039491372033136164,0.19606339866658812,-1.0,0.0009426785101888694,2,288.30997467041016
66,47,-0.03961253991626736,0.1960386964041577,-1.0,0.0009426785101888694,2,288.30997467041016
67,45,0.00040299277063730654,0.0004134873634485699,0.0,0.0009541741577569873,2,288.30997467041016
68,45,-0.019533138753139043,0.14006730218633812,-1.0,0.0009541741577569873,2,288.30997467041016
69,46,-0.019522533800435348,0.1400688087389125,-1.0,0.0009617787557390304,2,288.30997467041016
70,44,-0.019577233651501845,0.1400610318943145,-1.0,0.0009667651009028793,2,288.30997467041016
71,48,0.00038232102304111874,0.00041266041504716035,0.0,0.0009674731497491026,2,288.30997467041016
72,44,0.0004913030148338958,0.00041466165893710674,0.0,0.0009544880836371018,2,288.30997467041016
73,46,0.00040151396029812687,0.00042539097329076536,0.0,0.0009544880836371018,2,288.30997467041016
74,43,-0.01960265276151127,0.1400573333535445,-1.0,0.0009544880836371018,2,288.30997467041016
75,46,0.0003576904196735259,0.0004082605737828141,0.0,0.0009544880836371018,2,288.30997467041016
76,44,-0.019530721094740366,0.14006759990759227,-1.0,0.0009544880836371018,2,288.30997467041016
77,42,-0.019575352348658683,0.14006129223228625,-1.0,0.0009606799521915358,2,288.30997467041016
78,49,0.00035870012782032235,0.0003833196901107926,0.0,0.0009606799521915358,2,288.30997467041016
79,43,0.0004672536855395254,0.0004063388573516559,0.0,0.0009606799521915358,2,288.30997467041016
80,47,0.0004882714877568084,0.00042368947321334854,0.0,0.0009606799521915358,2,288.30997467041016
81,42,0.0005110976415851692,0.00043523414784881284,0.0,0.0009606799521915358,2,288.30997467041016
82,45,0.0005182867540332886,0.00042864422712441124,0.0,0.0009634597546620949,2,288.30997467041016
83,45,0.0004954621664928807,0.00042168057096290756,0.0,0.0009634597546620949,2,288.30997467041016
84,42,-0.019598649432827017,0.1400579431508194,-1.0,0.0009634597546620949,2,288.30997467041016
85,45,0.0004462540941173863,0.00042481343666911305,0.0,0.0009669862982081543,2,288.30997467041016
86,45,-0.019542563369925353,0.1400659720975946,-1.0,0.0009669862982081543,2,288.30997467041016
87,44,0.0004738510030569964,0.00044578868620164083,0.0,0.0009669862982081543,2,288.30997467041016
88,44,0.0004169960728446135,0.00043735785264081974,0.0,0.0009669862982081543,2,288.30997467041016
89,47,-0.01969661065618876,0.14004390979440065,-1.0,0.0009669862982081543,2,288.30997467041016
90,44,-0.019592676705804602,0.14005881518455177,-1.0,0.0009669862982081543,2,288.30997467041016
