gen,nevals,avg,stddev,min,max,method,time
0,50,0.0,0.0,0.0,0.0,2,286.5057463645935
1,44,1.217450050831258e-13,3.652350152493773e-13,0.0,1.2174500508312578e-12,2,286.5057463645935
2,42,3.0515523931079754e-11,1.4558681621700802e-10,0.0,7.437258263850433e-10,2,286.5057463645935
3,44,1.4492143755245964e-09,4.6314192571724904e-09,0.0,2.4731269021675492e-08,2,286.5057463645935
4,46,2.4310717910365327e-07,1.6624739369357123e-06,0.0,1.1879957321989513e-05,2,286.5057463645935
5,46,2.5844427333554714e-06,1.633970359252658e-05,0.0,0.00011637010792330626,2,286.5057463645935
6,45,9.391412809535262e-06,3.426728800184033e-05,0.0,0.00021813590893613832,2,286.5057463645935
7,47,1.7879225717134195e-05,4.473359260619212e-05,0.0,0.00021813590893613832,2,286.5057463645935
8,45,3.102417931365787e-05,5.24448295615946e-05,0.0,0.00022498811245527718,2,286.5057463645935
9,46,-0.01995296505732338,0.14000673514071807,-1.0,0.00022498811245527718,2,286.5057463645935
10,46,6.162174404231514e-05,7.513351546851955e-05,0.0,0.00022498811245527718,2,286.5057463645935
11,43,9.086814182338433e-05,8.84486954733984e-05,0.0,0.0002187773221521879,2,286.5057463645935
12,46,7.556329179031224e-05,9.40682101625506e-05,0.0,0.00025151709882954794,2,286.5057463645935
13,39,-0.0198694780311191,0.14001869859088614,-1.0,0.0006136970685956346,2,286.5057463645935
14,45,0.00010077687122202393,0.00012034013360047047,0.0,0.0005625128067287698,2,286.5057463645935
15,46,0.00011764136881487553,0.0001574599236236457,0.0,0.0005625128067287698,2,286.5057463645935
16,46,0.0001041685091926466,0.00017911138601089385,0.0,0.0008229594481396973,2,286.5057463645935
17,45,0.000178645906031195,0.0002497043139752554,0.0,0.0008229594481396973,2,286.5057463645935
18,45,0.00022384310352554636,0.0002887910322586481,0.0,0.0008880411277649822,2,286.5057463645935
19,46,0.00026719583539697845,0.00033605190823450504,0.0,0.000878241733662877,2,286.5057463645935
20,47,-0.019714080136963567,0.14004128654368067,-1.0,0.0009466299276322514,2,286.5057463645935
21,44,0.00033784820432513767,0.0004177876573628167,0.0,0.0014303145601181572,2,286.5057463645935
22,42,0.0004333237376091688,0.0004466972633727377,0.0,0.0013824687241501485,2,286.5057463645935
23,47,0.00031333155917757954,0.0004632294343886335,0.0,0.0013824687241501485,2,286.5057463645935
24,47,0.00031204136066623417,0.00047321069565963797,0.0,0.0014145766516713502,2,286.5057463645935
25,46,-0.019624280642721297,0.14005473776522598,-1.0,0.0014145766516713502,2,286.5057463645935
26,46,0.0005185617026186772,0.0006318177022118384,0.0,0.0014145766516713502,2,286.5057463645935
27,47,-0.01928014922445844,0.14010417791975374,-1.0,0.0014145766516713502,2,286.5057463645935
28,47,0.0005844468260576412,0.0006273045834915393,0.0,0.0014145766516713502,2,286.5057463645935
29,47,-0.019399264406766002,0.14008719419608937,-1.0,0.0014145766516713502,2,286.5057463645935
30,43,0.0006846615261957129,0.0006257083849993432,0.0,0.0014145766516713502,2,286.5057463645935
31,46,0.000704312768692266,0.0006203241038513113,0.0,0.0014145766516713502,2,286.5057463645935
32,45,-0.01913027541162328,0.14012554641763006,-1.0,0.0014664823370495004,2,286.5057463645935
33,46,-0.01931272774085197,0.1400994640587615,-1.0,0.0014664823370495004,2,286.5057463645935
34,45,0.0005582780556746841,0.000657621232119053,0.0,0.0014664823370495004,2,286.5057463645935
35,44,0.0005808344692968558,0.0006518535185165191,0.0,0.0014664823370495004,2,286.5057463645935
36,48,-0.019507656033957425,0.14007169640516845,-1.0,0.0014430659699020887,2,286.5057463645935
