gen,nevals,avg,stddev,min,max,method,format,time
0,50,-0.009999999999999724,0.0,-0.009999999999999724,-0.009999999999999724,0,9,2153.876791000366
1,48,-0.011399977968151988,0.0016451691339293634,-0.013333355876822602,-0.009999999999999724,0,9,2153.876791000366
2,46,-0.011533321658136603,0.0016613121232042813,-0.013333398333863284,-0.009999999999999724,0,9,2153.876791000366
3,45,-0.011533339188394293,0.0016613311185366116,-0.01333376261180791,-0.009999999999999724,0,9,2153.876791000366
4,44,-0.01106668223574569,0.0015549432027951835,-0.01333376261180791,-0.009999999999999724,0,9,2153.876791000366
5,45,-0.01133334420616993,0.0016330064802265285,-0.01333376261180791,-0.009999999999999724,0,9,2153.876791000366
6,49,-0.011666653829344484,0.0016666538297636284,-0.013333420189165739,-0.009999999999999724,0,9,2153.876791000366
7,44,-0.010999995894500377,0.0015275189607344176,-0.013333420189165739,-0.009999999999999724,0,9,2153.876791000366
8,49,-0.011200730380826647,0.001731470002306821,-0.013333654907337664,-0.006702658224752726,0,9,2153.876791000366
9,46,-0.011488022396114253,0.0019700568258623438,-0.01600010305670294,-0.005068088757261474,0,9,2153.876791000366
10,46,-0.003543820422742082,0.038472369274139585,-0.01333376261180791,0.21735787933520687,0,9,2153.876791000366
11,46,0.004449424960312423,0.05819752413981348,-0.01999999999999945,0.21735787933520687,0,9,2153.876791000366
12,43,0.015608864688675912,0.06884723505118565,-0.015000076694819137,0.21735787933520687,0,9,2153.876791000366
13,40,0.04943966326685002,0.10758852799930847,-0.0174999647926278,0.3565165583055414,0,9,2153.876791000366
14,45,0.10559039854813804,0.14137647509980822,-0.01666666657817333,0.5155027383528427,0,9,2153.876791000366
15,47,0.14343768910366658,0.12309900272533127,-0.0159999452563334,0.4280266239709343,0,9,2153.876791000366
16,47,0.14723884846357357,0.12341902040289948,-0.020000019092463697,0.4994054669010364,0,9,2153.876791000366
17,42,0.21625291229719765,0.16338826520372382,-0.019999971656581034,0.7329743860658408,0,9,2153.876791000366
18,45,0.26789919730014594,0.19695848362634055,-0.01999999999999945,0.6504653019049227,0,9,2153.876791000366
19,47,0.3059947367556689,0.17719663752640907,-0.01666676479222866,0.6460634742434518,0,9,2153.876791000366
20,45,0.29928829300462234,0.17861791184819523,-0.016666675931268454,0.6892471717060346,0,9,2153.876791000366
21,44,0.32502505580549035,0.21020944879431297,-0.01999997326083218,0.8356186335826971,0,9,2153.876791000366
22,43,0.2816747813648469,0.21674647044189593,-0.020000006876547943,0.6892682104609332,0,9,2153.876791000366
23,45,0.3572734948188912,0.17690114170320242,-0.015999987874585973,0.6483435880761214,0,9,2153.876791000366
24,44,0.36747757192577934,0.21096857197965008,-0.017500038410057105,0.8356186335826971,0,9,2153.876791000366
25,46,0.33907328052926494,0.2121765695494229,-0.016666649203746508,0.6530531118013947,0,9,2153.876791000366
