gen,nevals,avg,stddev,min,max,method,format,time
0,50,-0.2689414213699951,0.0,-0.2689414213699951,-0.2689414213699951,1,0,298.03281021118164
1,49,-0.27245225772560777,0.08062804219042523,-0.5,-0.11920292202211769,1,0,298.03281021118164
2,48,-0.2071416081451217,0.12144449875265853,-0.5,0.19240641436388037,1,0,298.03281021118164
3,46,-0.10690720165982695,0.10807092583900767,-0.2689414213699951,0.27351725206382216,1,0,298.03281021118164
4,47,0.002432542437654898,0.13736514268012864,-0.2689414213699951,0.27351725206382216,1,0,298.03281021118164
5,48,0.13642555258650965,0.11853511078062921,-0.11920292202211769,0.33722643380753936,1,0,298.03281021118164
6,46,0.1856272331249285,0.1380514110454432,-0.2689414213699951,0.46333960540533053,1,0,298.03281021118164
7,44,0.25526649636916404,0.14678740393329703,-0.11920292202211769,0.46333960540533053,1,0,298.03281021118164
8,46,0.37347695743034803,0.10689966786906054,-0.047425873177566635,0.5430546066370482,1,0,298.03281021118164
9,45,0.4163654892790582,0.09666428693278016,0.13811418644252882,0.5430546066370482,1,0,298.03281021118164
10,45,0.4085613024378224,0.10675003413819416,0.11526471589617429,0.5504218509819738,1,0,298.03281021118164
11,44,0.42200793292392236,0.1274267365450764,-0.047425873177566635,0.5736802362765461,1,0,298.03281021118164
12,44,0.45310623617174145,0.12958203084615402,0.11787000093471499,0.7908708813986414,1,0,298.03281021118164
13,44,0.5009781553413767,0.16199687050319547,0.015364365604488025,0.7908710599899789,1,0,298.03281021118164
14,48,0.5799143485847881,0.20084433416563768,-0.047425873177566635,0.7919201145125069,1,0,298.03281021118164
15,45,0.7121762861947789,0.16903903901140985,0.10094777072928689,0.795441334622215,1,0,298.03281021118164
16,46,0.6635671122999236,0.23156197264371092,0.09974035889103368,0.8346367202954121,1,0,298.03281021118164
17,47,0.6829490202259264,0.23430160187934895,0.06959583426732661,0.8346367202954121,1,0,298.03281021118164
18,43,0.6207305997111,0.2612614653454597,0.010056545826097876,0.8346367202954121,1,0,298.03281021118164
19,46,0.672933330950428,0.2485386400113624,0.0796541946885422,0.8914581643672862,1,0,298.03281021118164
20,50,0.6522324904335381,0.2811379322318772,0.023662421463893937,0.8914581643672862,1,0,298.03281021118164
21,45,0.713207764727497,0.26645402751268765,0.04046933168015918,0.9031430082637361,1,0,298.03281021118164
22,45,0.7340653711647716,0.26757565410174056,0.0740353046621343,0.9076452283512081,1,0,298.03281021118164
23,46,0.702682902015314,0.3011968531815064,0.019813850435362875,0.9403967736104745,1,0,298.03281021118164
24,44,0.7254256933821681,0.27184513476391714,0.09233891786564549,0.9403967736104745,1,0,298.03281021118164
25,42,0.7167184565267134,0.3137074207923202,0.07705666304812112,1.119945401224047,1,0,298.03281021118164
26,47,0.7221097379016022,0.33770406545168336,0.0919909098716474,1.145905405102076,1,0,298.03281021118164
27,42,0.7788464636062169,0.35025430884685077,0.010492069479145123,1.145905405102076,1,0,298.03281021118164
28,40,0.7699671763098869,0.41233626023319736,0.06823768066770633,1.2247977906404544,1,0,298.03281021118164
29,47,0.8350435962013288,0.4338515002430641,0.06823768066770633,1.2247977906404544,1,0,298.03281021118164
30,48,0.8492551301939487,0.44359275472322324,0.06823768066770633,1.2913321227244838,1,0,298.03281021118164
31,46,0.9170325302551423,0.4510059826559681,0.014194581153727945,1.2913321227244838,1,0,298.03281021118164
32,45,0.8945036230104921,0.47923976865703927,0.018468341159064657,1.3254369738515355,1,0,298.03281021118164
33,48,0.8552586150202407,0.5227998946977311,0.018468341159064657,1.3254369738515355,1,0,298.03281021118164
34,46,0.968957915077658,0.5074893620212038,0.018097143244297207,1.3450005558703728,1,0,298.03281021118164
35,46,1.0355610129909731,0.4644562618031741,0.15244262617808393,1.3450005558703728,1,0,298.03281021118164
36,44,1.0501812925637857,0.48743296826975885,0.12200192132007982,1.3457522121079342,1,0,298.03281021118164
37,47,1.009800001850855,0.507941945128883,0.07156199208189512,1.3457522121079342,1,0,298.03281021118164
38,47,1.0972028642454505,0.45801108336130275,0.0555434715076865,1.346484720297825,1,0,298.03281021118164
39,50,1.0270427280226289,0.4881455403939862,0.02150250998697217,1.3469037854292851,1,0,298.03281021118164
40,43,1.147509524467909,0.4140102075550012,0.15218870571931367,1.3786297562396748,1,0,298.03281021118164
41,48,1.0344359127096499,0.5032983803828135,0.02039922096994936,1.3786297562396748,1,0,298.03281021118164
42,49,0.9224821934308765,0.544195464061158,0.015133707575539784,1.3786297562396748,1,0,298.03281021118164
43,47,1.0257353835893188,0.5244853841866859,0.014327002747476553,1.3788171155148454,1,0,298.03281021118164
44,46,1.036603892074678,0.5100702379007878,0.14650758084183094,1.3866082998343756,1,0,298.03281021118164
45,47,0.9601848829097379,0.5674645843875273,0.015235607896956225,1.389633386448045,1,0,298.03281021118164
46,46,1.089118654042928,0.4964365211839851,0.149651993717407,1.4023092593740145,1,0,298.03281021118164
47,45,1.0060599788078357,0.5405566215168177,0.14151971311425227,1.4023092593740145,1,0,298.03281021118164
48,48,1.0146045997866784,0.5385612728064152,0.010352939515869894,1.4194926825953857,1,0,298.03281021118164
49,46,0.9992896678810268,0.5522423552065558,0.008265928618505647,1.4194926825953857,1,0,298.03281021118164
50,47,0.8765310031551045,0.5954772118948898,0.008247190212358854,1.4195906220372876,1,0,298.03281021118164
51,46,1.0580781613313295,0.5215677221208722,0.086444316917115,1.4195741865915827,1,0,298.03281021118164
52,46,1.050817615755268,0.5500427346364131,0.015267296571976023,1.4881916028335824,1,0,298.03281021118164
53,47,0.9537070568604132,0.5816001487834044,0.013486300570763464,1.4881916028335824,1,0,298.03281021118164
54,47,0.9938389445111874,0.549409273700913,0.0771535868327342,1.4362112725994503,1,0,298.03281021118164
55,44,1.0974332052286462,0.5299440100825707,0.01351065731520731,1.4362112725994503,1,0,298.03281021118164
56,45,1.0753914389671464,0.5353372505210818,0.10089994768732682,1.4362112725994503,1,0,298.03281021118164
57,49,1.016984406961483,0.5723953111658429,0.11095476906132744,1.4364352107053913,1,0,298.03281021118164
58,44,1.0223608431185809,0.5389255711192436,0.16274206899511365,1.4364352107053913,1,0,298.03281021118164
59,49,1.0391025396527866,0.5577729951309113,0.014029208234328149,1.4364620816535136,1,0,298.03281021118164
60,49,1.0898578226279079,0.5333628477942218,0.11399690364222402,1.4364620816535145,1,0,298.03281021118164
61,44,1.0692496592870628,0.5494924722639706,0.0592405621151438,1.4364625224203693,1,0,298.03281021118164
62,46,0.8956654635003594,0.5938123107404017,0.13887317433081564,1.4364625224203693,1,0,298.03281021118164
63,47,0.9607198486078312,0.5924441784807871,0.012757984232167162,1.4443735374670996,1,0,298.03281021118164
64,46,0.9838341637167167,0.5693066111887968,0.13864718130607484,1.4443735374670996,1,0,298.03281021118164
65,49,1.0713404823948511,0.5503083425492865,0.1708401528775539,1.4443776875587362,1,0,298.03281021118164
66,48,1.1133922873866795,0.5350956502821376,0.015050062878580869,1.4443776875587362,1,0,298.03281021118164
67,45,1.211662913001152,0.4679920272675849,0.07353533793198942,1.4450547656199317,1,0,298.03281021118164
68,43,1.1392766299190782,0.535162887935281,0.026016291855013543,1.4456562413920924,1,0,298.03281021118164
69,45,1.011635116607786,0.575251312692449,0.024334551018983578,1.4456562413920924,1,0,298.03281021118164
70,41,0.9711988198264239,0.5981466663251762,0.12360933335459297,1.4806553658609838,1,0,298.03281021118164
71,44,1.0165838814821617,0.5955261342641646,0.0242687008729719,1.4806553658609838,1,0,298.03281021118164
72,47,0.9503953801450572,0.600462846411144,0.0229109229997612,1.4806553658609838,1,0,298.03281021118164
73,45,1.0548640934375677,0.5760498944715782,0.04330720050663876,1.4806553658609838,1,0,298.03281021118164
74,49,0.9901782546925113,0.6055161301870033,0.06888446135017663,1.4806553658609838,1,0,298.03281021118164
75,43,1.10457896616331,0.5710378142474993,0.07105394366886503,1.480763538010651,1,0,298.03281021118164
76,46,1.081860436266745,0.5860428845867149,0.07190919020782754,1.4808098672933856,1,0,298.03281021118164
77,46,1.0595335074812176,0.6041002392858531,0.04804405670604089,1.514002241303262,1,0,298.03281021118164
78,44,1.0344375915604196,0.6158801166541451,0.03621804949891266,1.514002241303262,1,0,298.03281021118164
79,46,1.0646688179677184,0.605777802858173,0.045009280410308584,1.5268640589810512,1,0,298.03281021118164
80,45,1.1524710945072516,0.5765197812240269,0.03621804949891266,1.5268640589810512,1,0,298.03281021118164
81,45,1.1169311521129321,0.6039362242025164,0.03621804949891266,1.5268640589810512,1,0,298.03281021118164
82,48,1.0086855167894289,0.6422278576605257,0.1095963234975736,1.5269470533966636,1,0,298.03281021118164
83,46,1.1111754208862208,0.6132611120945356,0.03699684269606607,1.5269726022947727,1,0,298.03281021118164
84,45,1.2543643049591062,0.5204943800994376,0.03696593444338825,1.5269732958424693,1,0,298.03281021118164
85,48,1.006659378986134,0.6450406571555194,0.09479441133897071,1.5412494362007407,1,0,298.03281021118164
86,46,1.0237724959456669,0.6321138771436916,0.07054446887470704,1.5560794826430906,1,0,298.03281021118164
87,42,1.1565953139111893,0.5878264181008268,0.04977459961132923,1.5560794826430906,1,0,298.03281021118164
88,43,1.0959466649476757,0.6208365936510003,0.08255174388555593,1.5561110016603485,1,0,298.03281021118164
89,42,0.9744806906952423,0.681543430423378,0.041344120113006144,1.557041989463822,1,0,298.03281021118164
90,49,1.128095341822548,0.6286670840490218,0.072669674143902,1.5563742709766752,1,0,298.03281021118164
