gen,nevals,avg,stddev,min,max,method,format,time
0,50,-0.2689414213699951,0.0,-0.2689414213699951,-0.2689414213699951,1,1,354.070011138916
1,48,-0.24797803146129227,0.05195731738368808,-0.2689414213699951,-0.11920292202211769,1,1,354.070011138916
2,44,-0.17023769983357148,0.07532138999429316,-0.2689414213699951,-0.047425873177566635,1,1,354.070011138916
3,43,-0.11408977666235215,0.04949967688251595,-0.2689414213699951,-0.01798620996209155,1,1,354.070011138916
4,45,-0.08951051653985868,0.06597255922842377,-0.2689414213699951,-0.006692850924284732,1,1,354.070011138916
5,47,-0.040140426727258136,0.04227841873556156,-0.2689414213699951,-0.002472623156634657,1,1,354.070011138916
6,46,-0.012558955278176862,0.009362692186751894,-0.047425873177566635,-0.002472623156634657,1,1,354.070011138916
7,47,-0.005618378626506333,0.0046305290696365435,-0.01798620996209155,-0.0009110511944006028,1,1,354.070011138916
8,47,-0.0053116931413805515,0.01638941417212805,-0.11920292202211769,-0.0001233945759863131,1,1,354.070011138916
9,45,0.0004140302413933497,0.01282779733660953,-0.006692850924284732,0.08983731199074514,1,1,354.070011138916
10,47,0.011494763708282124,0.04602775824252857,-0.002472623156634657,0.26155827580811736,1,1,354.070011138916
11,45,0.03209918422552255,0.06797464087279957,-0.0009110511944006028,0.26155827580811736,1,1,354.070011138916
12,43,0.11262197416920046,0.09155534836215971,-0.0009110511944006028,0.31697307300471655,1,1,354.070011138916
13,48,0.18717739414598836,0.07603085644094248,-0.0001233945759863131,0.31697307300471655,1,1,354.070011138916
14,44,0.20624873144418793,0.09786185850509335,-0.002472623156634657,0.34255923854905934,1,1,354.070011138916
15,42,0.22516559651005583,0.09775378424509733,-0.0009110511944006028,0.34255923854905934,1,1,354.070011138916
16,48,0.25105495227845,0.10464896346841829,-0.0009110511944006028,0.4712510720732556,1,1,354.070011138916
17,46,0.267753730942625,0.12238858955880072,-0.002472623156634657,0.49473019368692495,1,1,354.070011138916
18,45,0.3025522027371017,0.13365584103189435,-0.006692850924284732,0.514014635844314,1,1,354.070011138916
19,40,0.3441605868733438,0.13123543940745602,-0.002472623156634657,0.5140299514590406,1,1,354.070011138916
20,46,0.36964758878391707,0.15557599467236385,-0.002472623156634657,0.5140299514590406,1,1,354.070011138916
21,46,0.37611328324468674,0.157518500889238,-0.006692850924284732,0.6019850763949336,1,1,354.070011138916
22,47,0.4677762040743979,0.09604516861779423,0.20273134073513743,0.7065761472274456,1,1,354.070011138916
23,47,0.4304336751874731,0.1422213722564389,0.03223852186817417,0.6382915919988705,1,1,354.070011138916
24,45,0.45748051967544984,0.15113983366953027,0.04065106940145281,0.6892564508995362,1,1,354.070011138916
25,49,0.43516201785644865,0.21127091454879482,-0.002472623156634657,0.691881121703598,1,1,354.070011138916
