gen,nevals,avg,stddev,min,max,method,format,time
0,50,-0.2689414213699951,0.0,-0.2689414213699951,-0.2689414213699951,1,1,1652.6027324199677
1,48,-0.23300418152650454,0.06395078699516106,-0.2689414213699951,-0.11920292202211769,1,1,1652.6027324199677
2,46,-0.16293630691594094,0.07890459874669208,-0.2689414213699951,-0.047425873177566635,1,1,1652.6027324199677
3,46,-0.09027437331951427,0.05735246278582758,-0.2689414213699951,-0.01798620996209155,1,1,1652.6027324199677
4,48,-0.05634787715259482,0.040513591591255824,-0.2689414213699951,-0.01798620996209155,1,1,1652.6027324199677
5,43,-0.03841020086484431,0.041945781738545886,-0.2689414213699951,-0.006692850924284732,1,1,1652.6027324199677
6,49,-0.015513767668097691,0.01091109259314814,-0.047425873177566635,-0.002472623156634657,1,1,1652.6027324199677
7,44,-0.007201582374448171,0.006044434495794841,-0.01798620996209155,0.01867382699891311,1,1,1652.6027324199677
8,45,-0.0024548806855598975,0.0063011847591295704,-0.01798620996209155,0.026735492322379845,1,1,1652.6027324199677
9,45,0.003883724193996151,0.014600984451494093,-0.006692850924284732,0.09064787151934224,1,1,1652.6027324199677
10,46,0.015352628198156257,0.02919728483701024,-0.047425873177566635,0.14170083053513324,1,1,1652.6027324199677
11,49,0.04713020195227295,0.06457422839061887,-0.047425873177566635,0.27158981526209314,1,1,1652.6027324199677
12,45,0.08008207389592906,0.07538288957217097,-0.047425873177566635,0.2862385865850348,1,1,1652.6027324199677
13,44,0.12189735505301394,0.07642804403737863,0.007520561332727864,0.27158981526209314,1,1,1652.6027324199677
14,43,0.13349318124220566,0.07565179148999257,-0.002472623156634657,0.27158981526209314,1,1,1652.6027324199677
15,46,0.16492049812008783,0.0903145401730774,-0.006692850924284732,0.3188538715614705,1,1,1652.6027324199677
16,48,0.19559522707061347,0.0960196877108626,0.007389038179098136,0.36403424158180353,1,1,1652.6027324199677
17,44,0.2159089243165155,0.12042158931206329,-0.00033535013046637197,0.48759073221021615,1,1,1652.6027324199677
18,47,0.22059657929669949,0.13199786802580438,0.017860686331781624,0.5414544520289997,1,1,1652.6027324199677
19,49,0.22026854452592098,0.1701244007751881,-0.00033535013046637197,0.5170680016591923,1,1,1652.6027324199677
20,46,0.2661441491520841,0.16266335234452228,-0.0001233945759863131,0.542369757311359,1,1,1652.6027324199677
21,45,0.280838298791324,0.1951845265162651,-0.0001233945759863131,0.542369757311359,1,1,1652.6027324199677
22,46,0.35376602616729735,0.1793485537442566,-4.5397868702390376e-05,0.5498887809164111,1,1,1652.6027324199677
23,44,0.36339789856298127,0.1618022874944799,-4.5397868702390376e-05,0.5558905940522203,1,1,1652.6027324199677
24,42,0.35822228598370875,0.18913434088006906,0.00923276237829703,0.5558905940522203,1,1,1652.6027324199677
25,46,0.37141797257927484,0.17759526593108174,0.0047139121957751025,0.5558905940522204,1,1,1652.6027324199677
26,47,0.41209038429211925,0.18379368638421256,-4.5397868702390376e-05,0.6051905846134097,1,1,1652.6027324199677
27,48,0.3812034085421562,0.19020735513757236,-0.00033535013046637197,0.6052313174722643,1,1,1652.6027324199677
28,47,0.42664342311741066,0.18828171633881519,-0.002472623156634657,0.6645177131523451,1,1,1652.6027324199677
29,47,0.4165202123488113,0.17361406480049538,0.004472270874961195,0.6646531512551014,1,1,1652.6027324199677
30,47,0.4049176468174529,0.20415756289054338,-0.00033535013046637197,0.6652482444980051,1,1,1652.6027324199677
31,44,0.41283477447188555,0.1966927078476947,0.054564646191196185,0.6652482444980051,1,1,1652.6027324199677
32,48,0.4080919115501468,0.17809515441998133,0.017165402158008415,0.7158361712737993,1,1,1652.6027324199677
33,47,0.3849106962775331,0.21157911542359867,0.011147551232877665,0.7158361712737993,1,1,1652.6027324199677
34,45,0.4018330880648026,0.21742257205626342,0.04165833631987211,0.7700935504082881,1,1,1652.6027324199677
35,42,0.4049317021743525,0.23878712557657203,0.0441126070508367,0.7700935504083132,1,1,1652.6027324199677
36,46,0.4985747329257497,0.2208913951691068,0.04996438297690146,0.794289890926943,1,1,1652.6027324199677
37,48,0.4926421274974123,0.2122854842565777,0.021109509882146396,0.7942898909269432,1,1,1652.6027324199677
38,50,0.47896813048393944,0.21499190420761577,0.03399232218588499,0.7929450930202174,1,1,1652.6027324199677
39,40,0.492407749591479,0.2398877751605213,0.06883003631283371,0.7929450930202174,1,1,1652.6027324199677
40,45,0.44124858556033736,0.21439278736189546,0.04354827621794613,0.8082023549448933,1,1,1652.6027324199677
41,49,0.5477353144245432,0.19884764716725625,0.10880270843254523,0.8667392339648522,1,1,1652.6027324199677
