gen,nevals,avg,stddev,min,max,mutation,time
0,50,0.2183692722588085,0.0,0.2183692722588085,0.2183692722588085,0.2,96.14692449569702
1,48,0.05782390023202824,0.10753405482899742,-0.015000081235341557,0.3068308891913962,0.2,96.14692449569702
2,48,0.11934268477125051,0.13876608490093903,-0.01600001455973285,0.5145370512091344,0.2,96.14692449569702
3,47,0.14169786293263142,0.14419386068270057,-0.016666690922481613,0.5145789137638868,0.2,96.14692449569702
4,45,0.17196521749933297,0.1312734598957846,-0.020000000299400484,0.5145789137638868,0.2,96.14692449569702
5,46,0.16337350119658217,0.13577381325911372,-0.01999999999999945,0.5141109013635233,0.2,96.14692449569702
6,48,0.1708362773862716,0.12352748768665428,-0.016666727896770844,0.5145370512091344,0.2,96.14692449569702
7,44,0.19590554605650037,0.1497939016444401,-0.01666666533137142,0.8128254675368665,0.2,96.14692449569702
8,47,0.2150863947291241,0.20927541365385324,-0.017142856892110186,0.8129768196504336,0.2,96.14692449569702
9,49,0.1587475485934853,0.16133500711203436,-0.02000006942374263,0.5812795529908978,0.2,96.14692449569702
10,43,0.22285370665309628,0.1491885383842469,-0.019999912810799735,0.5812795529908978,0.2,96.14692449569702
11,48,0.253915506353391,0.15083513180631378,-0.0199999465914502,0.5955759305436773,0.2,96.14692449569702
12,48,0.24349722861991022,0.1613313630824031,-0.01666671881974993,0.5829561934758904,0.2,96.14692449569702
13,46,0.22009161094152574,0.1601501825503539,-0.017142854814254004,0.5789053836561255,0.2,96.14692449569702
14,47,0.22033777316558847,0.14780175741655735,-0.01999999999999945,0.5812795529908978,0.2,96.14692449569702
15,47,0.22927576189680748,0.1543604717071576,-0.02000000914632644,0.5155220047433957,0.2,96.14692449569702
16,45,0.24095294983217128,0.13868385368570132,-0.019999999903657396,0.5155220047433957,0.2,96.14692449569702
17,43,0.32642817927236145,0.1520398892222132,-0.01599999245704475,0.7023816993803899,0.2,96.14692449569702
18,46,0.23785963720081732,0.17613371219615578,-0.01999999999999945,0.5876594780203591,0.2,96.14692449569702
19,46,0.2687500569109489,0.16902584315224162,-0.01777780812612108,0.5829127359447994,0.2,96.14692449569702
20,47,0.23451284863416993,0.13133321485355262,-0.016666760455848792,0.42804574035049153,0.2,96.14692449569702
21,44,0.266861692951484,0.16015636004008132,-0.01999999999999945,0.5812452936442414,0.2,96.14692449569702
22,45,0.21572547148834986,0.1854182217609783,-0.016666598836440137,0.7023220774968467,0.2,96.14692449569702
23,44,0.24304507413404358,0.1813893415989809,-0.017142855716998154,0.7023220774968467,0.2,96.14692449569702
24,46,0.2356749335951987,0.17675545594893483,-0.017142913887152472,0.7023220774968467,0.2,96.14692449569702
25,49,0.19615358686140072,0.15481693749906375,-0.016666661666722933,0.6935210596181324,0.2,96.14692449569702
26,46,0.2268089338916084,0.19529019289904045,-0.01666668846168299,0.7028209584564704,0.2,96.14692449569702
27,47,0.2537498035417027,0.18802026739371552,-0.01666667746006233,0.7059717743160386,0.2,96.14692449569702
28,46,0.22870758288278878,0.20428739931733697,-0.016666672356347043,0.7059717743160386,0.2,96.14692449569702
29,47,0.22535438410134398,0.18172955367266153,-0.017142885959810637,0.7059717743160386,0.2,96.14692449569702
30,49,0.23882715070461505,0.14511364563013576,-0.01714297398921784,0.6935210596181324,0.2,96.14692449569702
31,45,0.26170178961357976,0.16847898697590247,-0.01600012857452691,0.6935210596181324,0.2,96.14692449569702
32,43,0.2701330967943792,0.20350189264074317,-0.016666762321554573,0.7063295437166417,0.2,96.14692449569702
33,45,0.2893362504218453,0.19350323926584342,-0.017142885959810637,0.7063295437166417,0.2,96.14692449569702
34,46,0.25286360610633213,0.17194318592940855,-0.017142872898596492,0.7063295437166417,0.2,96.14692449569702
35,48,0.2781923679370823,0.19035747146446086,-0.01999996143976193,0.7063295437166417,0.2,96.14692449569702
36,47,0.25066654789380743,0.16938527217507957,-0.017500085639315707,0.6508725148784712,0.2,96.14692449569702
37,47,0.20503893390496628,0.14430640289320323,-0.016666623561122727,0.5831867268016689,0.2,96.14692449569702
38,49,0.20762675119379476,0.13372704937356425,-0.01750002188399036,0.5218007173069471,0.2,96.14692449569702
39,44,0.2771128348125773,0.14553835724753336,-0.017500001887025104,0.6182001182055952,0.2,96.14692449569702
40,45,0.2559294234430974,0.15888244578064067,-0.022857124859670182,0.6144253792337964,0.2,96.14692449569702
41,45,0.25123838394386655,0.1456338187874251,-0.019999969026908947,0.6144253792337964,0.2,96.14692449569702
42,48,0.25363173915258314,0.1498659721195584,-0.01714287371023051,0.6288283527530192,0.2,96.14692449569702
43,45,0.26710101264604924,0.15048904527993615,-0.020000053231757485,0.6288283527530192,0.2,96.14692449569702
44,49,0.2674500012126211,0.13146743390923865,-0.017142892006521786,0.6137127501627228,0.2,96.14692449569702
45,45,0.32106507911573834,0.1379331545326721,-0.013333709658771781,0.6137127501627228,0.2,96.14692449569702
46,43,0.3647536405171734,0.1632407688021958,0.0963995729092939,0.7311618990533258,0.2,96.14692449569702
47,47,0.3078797748136956,0.16469999934816548,-0.022500000427317285,0.7311618990533258,0.2,96.14692449569702
48,45,0.3013094539373228,0.16449495310177223,-0.019999860551561464,0.7514141683718076,0.2,96.14692449569702
49,47,0.2711420229860249,0.14151103143980345,-0.02000003148019127,0.6235578738504585,0.2,96.14692449569702
50,50,0.2804261065260772,0.15598595667264017,-0.017499997068244563,0.7063295437166417,0.2,96.14692449569702
51,43,0.28263227200370084,0.15587635153298626,-0.017142839200864943,0.7063295437166417,0.2,96.14692449569702
52,48,0.2550988142364833,0.1835834929566229,-0.01749999943997397,0.6167643548707902,0.2,96.14692449569702
53,46,0.23423192035709914,0.17051963140921278,-0.01749999989745799,0.5458038478659039,0.2,96.14692449569702
54,46,0.2768559425105802,0.1632591480014762,-0.017142909351508043,0.61342158134331,0.2,96.14692449569702
55,45,0.28415201476827073,0.18057681958174251,-0.017142857162375253,0.7036837729765704,0.2,96.14692449569702
56,46,0.2602300720426706,0.19879569184014417,-0.017142935174553398,0.6934406894601982,0.2,96.14692449569702
57,46,0.25637101014172387,0.1860639586097363,-0.01666658367419848,0.7213788290714302,0.2,96.14692449569702
58,45,0.31850730915755227,0.20862199584584595,-0.019999991290180527,0.7301903502600509,0.2,96.14692449569702
59,47,0.30764529795295653,0.18973570063371858,-0.017500002186515772,0.730196759364154,0.2,96.14692449569702
60,43,0.3470189032430435,0.19589461426962707,-0.01999999928526786,0.730196759364154,0.2,96.14692449569702
