gen,nevals,avg,stddev,min,max,mutation,time
0,50,0.2183692722588085,0.0,0.2183692722588085,0.2183692722588085,0.0,116.1852798461914
1,47,0.06805421273713982,0.1167765739645893,-0.015000081235341557,0.3565165583055414,0.0,116.1852798461914
2,47,0.060153630058747215,0.11456799684380226,-0.015999996596294384,0.5144437784927188,0.0,116.1852798461914
3,50,0.11431342395708312,0.1370286230500489,-0.020000001002025574,0.5145789137638868,0.0,116.1852798461914
4,47,0.12548926661465554,0.13907645361709034,-0.01999999999999945,0.5813516308050313,0.0,116.1852798461914
5,44,0.2347906337660996,0.1747588395959267,-0.01999999999999945,0.5813516308050313,0.0,116.1852798461914
6,44,0.2747533448064401,0.18724593591993843,-0.01666676479222866,0.7026869090975357,0.0,116.1852798461914
7,44,0.2967576860100213,0.1842291419072418,-0.01666676479222866,0.7030185320611985,0.0,116.1852798461914
8,46,0.29036447364004664,0.18733876065031288,-0.017500018048716863,0.7030185320611985,0.0,116.1852798461914
9,47,0.3356533985530706,0.2445731945336419,-0.016666685453914976,0.8193337308453911,0.0,116.1852798461914
10,47,0.3208888691749745,0.23695366936282716,-0.01750003327904526,0.8113964124686199,0.0,116.1852798461914
11,45,0.3305847359535345,0.21576912931302264,-0.017500017362109162,0.8044347149480443,0.0,116.1852798461914
12,46,0.3347361848993789,0.1832966160141173,-0.01666666186112206,0.8044347149480443,0.0,116.1852798461914
13,47,0.3069156320816454,0.18282710136698851,-0.015997578121662217,0.8137562771947615,0.0,116.1852798461914
14,49,0.2790900208256261,0.1830830777679273,-0.016666765392457778,0.6266353251416372,0.0,116.1852798461914
15,47,0.2536641138181723,0.17856184041871714,-0.016666669680586953,0.6973961201982732,0.0,116.1852798461914
16,43,0.32867329947097745,0.18796115791417092,-0.017142912632284582,0.6973961201982732,0.0,116.1852798461914
17,45,0.3603059496585761,0.20406142984221842,-0.017142856305512922,0.8050209596165486,0.0,116.1852798461914
18,48,0.24590023518958987,0.23453481486312056,-0.016666675479384326,0.8050209596165486,0.0,116.1852798461914
19,44,0.35153920674508954,0.21848552188418852,-0.017142713637186814,0.8369751625437216,0.0,116.1852798461914
20,46,0.3023989896491885,0.23527083586772424,-0.01800000274970445,0.805742315403311,0.0,116.1852798461914
21,46,0.33608401428246637,0.21300370133591523,-0.01666672894695699,0.80417574675397,0.0,116.1852798461914
22,46,0.31988290333146596,0.22390905361144864,-0.017500023455467573,0.8050209596165486,0.0,116.1852798461914
23,46,0.3052804886915792,0.19771265849567338,-0.017142808594199786,0.7297526397378656,0.0,116.1852798461914
24,46,0.3492253449537545,0.1952169208698775,-0.016666727896770844,0.831993379033344,0.0,116.1852798461914
25,44,0.3853380608317697,0.193347076375048,-0.015999905425139488,0.831993379033344,0.0,116.1852798461914
26,47,0.3335182436808984,0.21055634137444001,-0.017142861008891633,0.7525354520241355,0.0,116.1852798461914
27,44,0.3842471996772876,0.217162356250942,-0.017142894890154678,0.7534460958298057,0.0,116.1852798461914
28,47,0.420682853047918,0.21197390711746839,-0.014999246072643928,0.8657670358135572,0.0,116.1852798461914
29,48,0.41627846667492385,0.21048151139790758,-0.016666651091176432,0.753584787343032,0.0,116.1852798461914
30,47,0.4350861721574817,0.20994902895496553,0.11583969135633697,0.8194029865136628,0.0,116.1852798461914
31,45,0.3630698764452992,0.2604046336208359,-0.017142900360220623,0.9988058500528341,0.0,116.1852798461914
32,48,0.43271219305871306,0.2497365734823148,-0.016000033307092213,0.9988058500528341,0.0,116.1852798461914
33,46,0.4062053050875552,0.22459127142723237,-0.016666602939035158,0.8277237822620104,0.0,116.1852798461914
34,47,0.41005635243189675,0.24888065241599694,-0.017500039010578037,0.9988058500528341,0.0,116.1852798461914
