gen,nevals,avg,stddev,min,max,mutation,time
0,50,0.2183692722588085,0.0,0.2183692722588085,0.2183692722588085,0.2,99.16156601905823
1,44,0.0818463473484114,0.1214613972931828,-0.016000005098386075,0.5145370512091344,0.2,99.16156601905823
2,44,0.08289223569631449,0.12092885556221752,-0.015999998835985896,0.5145370512091344,0.2,99.16156601905823
3,45,0.13040824477996635,0.13735587734911783,-0.01600001455973285,0.5145370512091344,0.2,99.16156601905823
4,47,0.15812319493422722,0.13803915501129116,-0.016666692526156376,0.7037249703745024,0.2,99.16156601905823
5,47,0.19013461856840397,0.1451472231536182,-0.01999999999999945,0.5145370512091344,0.2,99.16156601905823
6,47,0.21478229258817638,0.13665898413840868,-0.01999996902273234,0.5145370512091344,0.2,99.16156601905823
7,47,0.21691168311851453,0.1406541569000272,-0.02000004868587848,0.5811881118697222,0.2,99.16156601905823
8,46,0.21071910759714296,0.13449983094958565,-0.017142839278630424,0.4969060210549254,0.2,99.16156601905823
9,48,0.21876198938509767,0.1509482436649021,-0.01666673922595858,0.5811881118697222,0.2,99.16156601905823
10,43,0.24393427826378228,0.16749678614976884,-0.015999993467000654,0.5145789137638868,0.2,99.16156601905823
11,43,0.2491924804069566,0.1536554094986151,-0.01666668587936749,0.5145789137638868,0.2,99.16156601905823
12,46,0.17610478235586707,0.16238074624084317,-0.017777778240791117,0.5145789137638868,0.2,99.16156601905823
13,48,0.2439110150426389,0.14310902217955584,-0.015999999168232228,0.5537812074416394,0.2,99.16156601905823
14,41,0.2434315288928991,0.15441395673811223,-0.017142873688840085,0.5537812074416394,0.2,99.16156601905823
15,45,0.2584695275025172,0.15901075782850313,-0.01714286481417479,0.5537812074416394,0.2,99.16156601905823
16,48,0.24409879146098576,0.19005588441216612,-0.01714283720284193,0.7325050562336597,0.2,99.16156601905823
17,46,0.21108542146116754,0.1854135005856691,-0.02000004150140777,0.7325050562336597,0.2,99.16156601905823
18,46,0.2426475961831767,0.17094888230223781,-0.016666567709010986,0.580115849811958,0.2,99.16156601905823
19,45,0.25663846709743715,0.17294594782324743,-0.017777827101000544,0.6146076938582665,0.2,99.16156601905823
20,48,0.26403597089897224,0.155475380842116,-0.016666675931268454,0.6152971080321575,0.2,99.16156601905823
21,50,0.24721780524374937,0.1564613110742711,-0.017500053202910728,0.6147202850349367,0.2,99.16156601905823
22,46,0.28706191081156196,0.14914122261096963,-0.020000000993692143,0.614839981947857,0.2,99.16156601905823
23,47,0.28527679365424563,0.14712622283713225,-0.01666667626354606,0.5813516308050313,0.2,99.16156601905823
24,44,0.28745533769338544,0.16116342238096595,-0.017142814458306184,0.6543128044551817,0.2,99.16156601905823
25,47,0.2744890090335478,0.17367272825027652,-0.016000098650252544,0.6663901931777015,0.2,99.16156601905823
26,48,0.26809587880978425,0.153135373857007,-0.016666666190896528,0.6752429069128556,0.2,99.16156601905823
27,44,0.2940156271440659,0.1830862180042334,-0.017777781959320792,0.7315450849883546,0.2,99.16156601905823
28,48,0.3420895992257888,0.19760643471050848,-0.014999996515981178,0.8073318854258718,0.2,99.16156601905823
29,47,0.2836661550301032,0.172770871972322,-0.016666666541105192,0.8073318854258718,0.2,99.16156601905823
30,47,0.2921120310962171,0.16764909780768525,-0.020000024006439625,0.8073318854258718,0.2,99.16156601905823
31,47,0.3221232784376754,0.19043169168039797,0.08869663276622221,0.8073318854258718,0.2,99.16156601905823
32,47,0.31077370879928073,0.19469531560880904,-0.01999994553031433,0.8073318854258718,0.2,99.16156601905823
33,45,0.33845485324224883,0.1818923982298621,-0.016666675530864313,0.7501437555090733,0.2,99.16156601905823
34,49,0.2793607942716098,0.16169773524000133,-0.019999976594731395,0.7263628310731122,0.2,99.16156601905823
35,49,0.3316852352131417,0.14281196582206834,-0.01666666556357277,0.7518936652558227,0.2,99.16156601905823
36,47,0.33026344528410334,0.18313523910218574,-0.017500037265469757,0.7554850440693444,0.2,99.16156601905823
37,46,0.2762420896419946,0.18573394894459017,-0.01799995058080076,0.6829438993135802,0.2,99.16156601905823
38,46,0.3294003823960491,0.14896264847250132,-0.015999992136637543,0.6855234652209168,0.2,99.16156601905823
39,44,0.31719653141206733,0.16517849033240825,-0.015000168796087931,0.6502540137777648,0.2,99.16156601905823
40,47,0.3147128969407977,0.15509393205442273,-0.01666666702696706,0.6898101900313051,0.2,99.16156601905823
41,47,0.2796305728613861,0.14955132669900623,-0.02000000051413859,0.5864451344455139,0.2,99.16156601905823
42,43,0.29472604056686175,0.13359984722343046,-0.014999988585552515,0.6288845807445529,0.2,99.16156601905823
43,47,0.32726582449265107,0.15164256121069153,-0.017500043114489043,0.6872329066224165,0.2,99.16156601905823
44,47,0.32806874645770917,0.1639637972087892,-0.01714285734153171,0.7280395891292419,0.2,99.16156601905823
45,48,0.33273389132529796,0.13022805558743875,0.08259325948211882,0.6553314042351092,0.2,99.16156601905823
46,47,0.3407595400106841,0.14023573080649301,-0.0174999906764813,0.6553314042351092,0.2,99.16156601905823
47,44,0.31396172512813314,0.12341747247586299,0.05682411693676029,0.5935018976863468,0.2,99.16156601905823
48,48,0.27158865978490665,0.16636557896306492,-0.018181925503594473,0.6145332512207339,0.2,99.16156601905823
49,47,0.2695383542508145,0.15463712463909354,-0.016666737560298454,0.5935788281935009,0.2,99.16156601905823
