gen,nevals,avg,stddev,min,max,mutation,time
0,50,0.2183692722588085,0.0,0.2183692722588085,0.2183692722588085,0.5,141.0311393737793
1,45,0.06833606055139199,0.11891893875955645,-0.015000181182499307,0.5145370512091344,0.5,141.0311393737793
2,48,0.059107332649498696,0.10507479850971967,-0.01666667626354606,0.2973930715214585,0.5,141.0311393737793
3,46,0.10105042485517009,0.1146225453947851,-0.01999996961616538,0.2973930715214585,0.5,141.0311393737793
4,47,0.11315259084124892,0.11968543287918328,-0.017142878852521904,0.30997803661690304,0.5,141.0311393737793
5,48,0.12915121545128652,0.11629884981855398,-0.0175000077229352,0.3227849786430409,0.5,141.0311393737793
6,46,0.1886616312321515,0.13090788644357068,-0.01749999937111216,0.5226073152181873,0.5,141.0311393737793
7,44,0.2149687002817135,0.14187889006675897,-0.019999966612951867,0.5950228918497522,0.5,141.0311393737793
8,48,0.21580266388999356,0.14039895159643742,-0.017499987941696087,0.644327304193285,0.5,141.0311393737793
9,46,0.2302543702300719,0.15489716077790203,-0.017777777555152932,0.644327304193285,0.5,141.0311393737793
10,44,0.2484045511701579,0.142690482319956,-0.01714285636851412,0.644327304193285,0.5,141.0311393737793
11,45,0.26234068447794956,0.14550208219588764,-0.01666666806189697,0.5451605717761268,0.5,141.0311393737793
12,46,0.18940340097151015,0.13173873237036735,-0.017777777561304824,0.40637815456401616,0.5,141.0311393737793
13,49,0.23618301251120355,0.09347107316827118,-0.017999981916063872,0.3965798048605342,0.5,141.0311393737793
14,48,0.2235196342075181,0.10363242217807381,-0.01749999802673495,0.539519626722398,0.5,141.0311393737793
15,46,0.25921658552905996,0.0867849768900714,-0.01800000178805004,0.45491280423137787,0.5,141.0311393737793
16,49,0.26264656158390276,0.08537436876633771,-0.017142860030369557,0.47513641331087736,0.5,141.0311393737793
17,47,0.260195412444843,0.09968923169710558,0.08376233600056897,0.5063793000439724,0.5,141.0311393737793
18,49,0.2534990679029822,0.11135759815326451,-0.01714274000661064,0.47073362010797865,0.5,141.0311393737793
19,46,0.2811493086196041,0.0971360923531538,-0.017777779091457134,0.4427633721057159,0.5,141.0311393737793
20,48,0.2579629547850851,0.20134049472948842,-1.0,0.5143881402864813,0.5,141.0311393737793
21,46,0.2414777803427353,0.19319179769652514,-1.0,0.3814370676521282,0.5,141.0311393737793
22,49,0.27778175204471617,0.07864739794198863,0.05693355884416423,0.46326225575391117,0.5,141.0311393737793
23,46,0.27690778200737076,0.19566854811033227,-1.0,0.46326225575391117,0.5,141.0311393737793
24,47,0.19613215501536282,0.3136758170439706,-1.0,0.45747869833271143,0.5,141.0311393737793
25,46,0.27149992240437915,0.07821543658962565,0.11791801141504095,0.4214876731574581,0.5,141.0311393737793
26,45,0.32573309589541316,0.09374207291706659,-0.01999999131692206,0.5194465992832219,0.5,141.0311393737793
27,42,0.26410160060417776,0.27556105947119736,-1.0,0.5194465992832219,0.5,141.0311393737793
28,46,0.30071404106394456,0.0901487995352266,0.09050253484895109,0.5194465992832219,0.5,141.0311393737793
29,44,0.16822249584482607,0.3997264121716528,-1.0,0.6067384023869504,0.5,141.0311393737793
30,44,0.25705295349400376,0.2762655510498344,-1.0,0.6067384023869504,0.5,141.0311393737793
31,48,0.21681503321875134,0.32400082792584645,-1.0,0.5356800783600676,0.5,141.0311393737793
32,44,0.19628045000207145,0.4098375088909447,-1.0,0.5356800783600676,0.5,141.0311393737793
33,42,0.04139815323881841,0.5906829308423345,-1.0,0.5356800783600676,0.5,141.0311393737793
34,46,0.05386767677955432,0.5365162957937505,-1.0,0.5634294696794279,0.5,141.0311393737793
35,45,0.06396643821864678,0.537869477647015,-1.0,0.48282836565266546,0.5,141.0311393737793
36,44,0.07642742050900747,0.5113995317658173,-1.0,0.48282836565266546,0.5,141.0311393737793
37,46,0.2019671360184846,0.3627271366715431,-1.0,0.44021298420103305,0.5,141.0311393737793
38,48,0.1985605732042725,0.36191279844044216,-1.0,0.4741626655348028,0.5,141.0311393737793
39,46,0.16267204028592072,0.39727749037101645,-1.0,0.426694022252126,0.5,141.0311393737793
40,44,0.1751636539553034,0.4016597539509681,-1.0,0.4975296563139304,0.5,141.0311393737793
41,46,0.12118930355432667,0.45753144992038,-1.0,0.43630674970623484,0.5,141.0311393737793
42,47,0.09776624211687344,0.4843440359570309,-1.0,0.48616746552313206,0.5,141.0311393737793
43,43,0.04984813982370584,0.5301200206075627,-1.0,0.5372930410398542,0.5,141.0311393737793
44,48,0.0975860636046345,0.5187616870364785,-1.0,0.5259744624770754,0.5,141.0311393737793
45,45,0.12441997116955167,0.4592666411680515,-1.0,0.5259744624770754,0.5,141.0311393737793
46,48,0.04816394434009526,0.5284013767879482,-1.0,0.43060659948678065,0.5,141.0311393737793
47,47,0.0935943149280725,0.5166483327477552,-1.0,0.5440207639805533,0.5,141.0311393737793
48,43,-0.10069699280049565,0.6222683337076633,-1.0,0.5708175001277416,0.5,141.0311393737793
49,49,-0.0051583466613453,0.5619529071036395,-1.0,0.4239298766228245,0.5,141.0311393737793
50,48,0.1699915610376123,0.43856767638932725,-1.0,0.5310091474311982,0.5,141.0311393737793
51,46,0.10241765523812899,0.487254521419551,-1.0,0.47741304887162006,0.5,141.0311393737793
52,42,0.2181713752027923,0.366497220573305,-1.0,0.4576460820330403,0.5,141.0311393737793
53,46,0.1701784433257696,0.39862351959895115,-1.0,0.4909044825745661,0.5,141.0311393737793
54,45,0.11958640193974757,0.49336017187202613,-1.0,0.4329531279702346,0.5,141.0311393737793
55,47,0.16420206959038267,0.39719344334840495,-1.0,0.45160110571043216,0.5,141.0311393737793
56,44,0.31862638462744114,0.07205231019757453,0.1579100195368429,0.45454435431330864,0.5,141.0311393737793
57,45,0.16714006655396843,0.43976638353095443,-1.0,0.5313645080598539,0.5,141.0311393737793
58,49,0.06733103022042211,0.4696642969477958,-1.0,0.4381502704837064,0.5,141.0311393737793
59,48,0.19694586776077735,0.3611841334134119,-1.0,0.4407300987754648,0.5,141.0311393737793
60,46,0.2265257018064324,0.3202518161463075,-1.0,0.4819958687949272,0.5,141.0311393737793
61,45,0.182835014654022,0.4047679457190446,-1.0,0.53975750247939,0.5,141.0311393737793
62,47,0.2684189104718364,0.26987870304597594,-1.0,0.4713536440497498,0.5,141.0311393737793
63,46,0.17765659196336403,0.4010699690332804,-1.0,0.5084365394323558,0.5,141.0311393737793
64,46,0.2942035652455692,0.20254335553361086,-1.0,0.5084365394323558,0.5,141.0311393737793
65,45,0.0684809983023805,0.508791271230793,-1.0,0.5491564891983899,0.5,141.0311393737793
66,46,0.23265339620210618,0.3177556467057516,-1.0,0.5491564891983899,0.5,141.0311393737793
67,45,0.13325734329859595,0.4622133216809531,-1.0,0.46198791966793495,0.5,141.0311393737793
68,46,0.29487910765840025,0.10519905864360653,0.06173960715284036,0.5933163477045307,0.5,141.0311393737793
69,45,0.24073063780115597,0.32602000228744443,-1.0,0.5676212254774511,0.5,141.0311393737793
70,44,0.24087718668622887,0.32717901837353924,-1.0,0.5304293806006353,0.5,141.0311393737793
71,41,0.2406018596801562,0.3257492172569163,-1.0,0.5304293806006353,0.5,141.0311393737793
72,47,0.12450281513823867,0.4615042135483704,-1.0,0.5359309869700072,0.5,141.0311393737793
73,45,0.25676009992773546,0.27303144726585404,-1.0,0.6695926292069502,0.5,141.0311393737793
74,45,0.12790930875884432,0.467068102883089,-1.0,0.6695926292069502,0.5,141.0311393737793
75,45,0.23964796989021406,0.3278239490141905,-1.0,0.5995229232291679,0.5,141.0311393737793
76,46,0.12444660815280731,0.4586686492591068,-1.0,0.4682612551139544,0.5,141.0311393737793
77,46,0.17713310845727867,0.39886878636002365,-1.0,0.45833691591826764,0.5,141.0311393737793
78,46,0.24762588538703473,0.2681975737135995,-1.0,0.45833691591826764,0.5,141.0311393737793
79,45,0.26508373402805324,0.2032478683782456,-1.0,0.5136784517265827,0.5,141.0311393737793
80,48,0.14195187035050993,0.3937473970236167,-1.0,0.48317153975411764,0.5,141.0311393737793
81,47,0.19863416796076008,0.35979933674780284,-1.0,0.48317153975411764,0.5,141.0311393737793
82,46,0.24076392663736734,0.2693429542441213,-1.0,0.5356768753801223,0.5,141.0311393737793
83,46,0.27394410301469796,0.2022511025231055,-1.0,0.5249383274234029,0.5,141.0311393737793
84,49,0.11853006866464506,0.4558219065461999,-1.0,0.46286065151645633,0.5,141.0311393737793
85,41,0.21528253380130155,0.36526994176811856,-1.0,0.480428881666766,0.5,141.0311393737793
86,45,0.19768413306513977,0.36346819315297446,-1.0,0.480428881666766,0.5,141.0311393737793
87,45,0.2896058484853165,0.08160008630454728,0.09473615506220104,0.480428881666766,0.5,141.0311393737793
88,43,0.12464557573217146,0.4604942272992438,-1.0,0.5351347975306401,0.5,141.0311393737793
89,48,0.24209715278414431,0.2623648307644008,-1.0,0.480428881666766,0.5,141.0311393737793
90,49,0.2787045291188457,0.19972263181597555,-1.0,0.47361252617695254,0.5,141.0311393737793
