gen,nevals,avg,stddev,min,max,mutation,time
0,50,0.2183692722588085,0.0,0.2183692722588085,0.2183692722588085,0.2,110.94284677505493
1,46,0.06208433063777185,0.10926334376234632,-0.015000014758899108,0.3565165583055414,0.2,110.94284677505493
2,44,0.09687893114947757,0.12474098045548977,-0.01999999999999945,0.3565165583055414,0.2,110.94284677505493
3,44,0.17376461270852933,0.13678856881449092,-0.019999999903657396,0.5829127359447994,0.2,110.94284677505493
4,46,0.16699749808240583,0.15377844758991266,-0.016666672356347043,0.5831867268016689,0.2,110.94284677505493
5,47,0.22140182334174127,0.164737743921299,-0.01666678330576365,0.5831867268016689,0.2,110.94284677505493
6,45,0.236383916945925,0.14110026914490317,-0.016666672762298995,0.5765177662263474,0.2,110.94284677505493
7,49,0.16780832780230687,0.13054206153174971,-0.016666670752076312,0.5157492475446271,0.2,110.94284677505493
8,46,0.23678736578556236,0.13304041574336584,-0.020000000409365983,0.5814433535447115,0.2,110.94284677505493
9,44,0.22565208131176445,0.16659109056364602,-0.017999987266745458,0.5157492475446271,0.2,110.94284677505493
10,44,0.26717287262664174,0.13775663179986797,-0.020000002387765392,0.5829561934758904,0.2,110.94284677505493
11,44,0.25014149661967094,0.179887544142525,-0.01714285763709533,0.5949914423740028,0.2,110.94284677505493
12,49,0.26090799018653726,0.14994365573311239,-0.02000002681977188,0.5949914423740028,0.2,110.94284677505493
13,46,0.26545411183137213,0.14261946116403632,-0.017142874799760132,0.5831804659224711,0.2,110.94284677505493
14,42,0.2709738139627876,0.14004669655725266,-0.016666672356347043,0.5760934698065693,0.2,110.94284677505493
15,47,0.275906779318745,0.1451073224699708,-0.017142850650225396,0.5760934698065693,0.2,110.94284677505493
16,46,0.27641394610849457,0.140668942057607,-0.016666691557997743,0.6665811087292889,0.2,110.94284677505493
17,46,0.2718753308406116,0.14355441532544488,-0.01666672402115394,0.5157492475446271,0.2,110.94284677505493
18,47,0.26114971635442596,0.15197884277128165,-0.02000001080457687,0.6255998967125049,0.2,110.94284677505493
19,45,0.24383733599805424,0.1629409540931772,-0.01714294827793406,0.6276713635169341,0.2,110.94284677505493
20,48,0.272372840997355,0.15618774060688131,-0.015000058343300671,0.7645268416751031,0.2,110.94284677505493
21,45,0.26495877036437526,0.13626637164029504,-0.017142858966501518,0.7645268416751031,0.2,110.94284677505493
22,46,0.26308327364814127,0.11926670016620082,-0.019999990070691268,0.6005452392208226,0.2,110.94284677505493
23,46,0.3031929870531909,0.10332592344492529,0.043509275296675864,0.6025908633185075,0.2,110.94284677505493
24,45,0.32841276265724567,0.14004362670452516,0.059779240351182684,0.6025908633185075,0.2,110.94284677505493
25,45,0.31705041005365275,0.15822210574364004,-0.016666643453099057,0.6975699577644077,0.2,110.94284677505493
26,44,0.38155576535865826,0.1538968645037809,0.06199972424116262,0.701678765073088,0.2,110.94284677505493
27,47,0.30530674772175964,0.1325569066824526,0.08183006591722844,0.6975699577644077,0.2,110.94284677505493
28,49,0.33299450666121333,0.14789270888356,-0.01999997184681768,0.8576990127239768,0.2,110.94284677505493
29,47,0.28624453238906683,0.2099956014682938,-1.0,0.5410752102658762,0.2,110.94284677505493
30,46,0.2995135611663269,0.14569768768631336,-0.017999990092938633,0.6306554666637971,0.2,110.94284677505493
31,46,0.2964884687250332,0.1825702441264784,-0.020000000060943744,0.8314657778547365,0.2,110.94284677505493
32,47,0.2958230334288699,0.1692468455833292,-0.022499978482971274,0.7295994451766362,0.2,110.94284677505493
33,48,0.3152616300048055,0.14846394626792492,-0.016666635986970452,0.7295994451766362,0.2,110.94284677505493
34,47,0.3139891426899392,0.1220723980558302,-0.013333328059998838,0.7216718663827149,0.2,110.94284677505493
35,47,0.2969718841906856,0.21473358146209431,-1.0,0.6558912854652904,0.2,110.94284677505493
